Title,Author,Link,Bookshelf,readlink,imglink
Louis' School Days: A Story for Boys,E. J. May,http://www.gutenberg.org/ebooks/19855,,https://www.gutenberg.org/cache/epub/19855/pg19855-images.html,https://www.gutenberg.org/cache/epub/19855/pg19855.cover.medium.jpg
The Mystery at Putnam Hall: The School Chums' Strange Discovery,Stratemeyer,http://www.gutenberg.org/ebooks/17636,,https://www.gutenberg.org/cache/epub/17636/pg17636-images.html,https://www.gutenberg.org/cache/epub/17636/pg17636.cover.medium.jpg
"The Rover Boys in Camp; or, The Rivals of Pine Island",Edward Stratemeyer,http://www.gutenberg.org/ebooks/15795,,https://www.gutenberg.org/cache/epub/15795/pg15795-images.html,https://www.gutenberg.org/cache/epub/15795/pg15795.cover.medium.jpg
Grace Harlowe's Plebe Year at High School,Josephine Chase,http://www.gutenberg.org/ebooks/20472,,https://www.gutenberg.org/cache/epub/20472/pg20472-images.html,https://www.gutenberg.org/cache/epub/20472/pg20472.cover.medium.jpg
"Marjorie Dean, High School Freshman",Josephine Chase,http://www.gutenberg.org/ebooks/23644,,https://www.gutenberg.org/cache/epub/23644/pg23644-images.html,https://www.gutenberg.org/cache/epub/23644/pg23644.cover.medium.jpg
Grace Harlowe's Senior Year at High School,Josephine Chase,http://www.gutenberg.org/ebooks/4940,,https://www.gutenberg.org/cache/epub/4940/pg4940-images.html,https://www.gutenberg.org/cache/epub/4940/pg4940.cover.medium.jpg
"The Triple Alliance, Its Trials and Triumphs",Harold Avery,http://www.gutenberg.org/ebooks/10027,,https://www.gutenberg.org/cache/epub/10027/pg10027-images.html,https://www.gutenberg.org/cache/epub/10027/pg10027.cover.medium.jpg
For the Sake of the School,Angela Brazil,http://www.gutenberg.org/ebooks/20730,,https://www.gutenberg.org/cache/epub/20730/pg20730-images.html,https://www.gutenberg.org/cache/epub/20730/pg20730.cover.medium.jpg
"Betty Gordon at Boarding School; Or, The Treasure of Indian Chasm",Emerson,http://www.gutenberg.org/ebooks/10317,,https://www.gutenberg.org/cache/epub/10317/pg10317-images.html,https://www.gutenberg.org/cache/epub/10317/pg10317.cover.medium.jpg
The Adventures of a Three-Guinea Watch,Talbot Baines Reed,http://www.gutenberg.org/ebooks/21035,,https://www.gutenberg.org/cache/epub/21035/pg21035-images.html,https://www.gutenberg.org/cache/epub/21035/pg21035.cover.medium.jpg
"Eric; Or, Little",Little F. W. Farrar,http://www.gutenberg.org/ebooks/12083,,https://www.gutenberg.org/cache/epub/12083/pg12083-images.html,https://www.gutenberg.org/cache/epub/12083/pg12083.cover.medium.jpg
"The Rover Boys on the Farm; or, Last Days at Putnam Hall",Edward Stratemeyer,http://www.gutenberg.org/ebooks/22163,,https://www.gutenberg.org/cache/epub/22163/pg22163-images.html,https://www.gutenberg.org/cache/epub/22163/pg22163.cover.medium.jpg
"The Rover Boys Under Canvas; Or, The Mystery of the Wrecked Submarine",,http://www.gutenberg.org/ebooks/23286,,https://www.gutenberg.org/cache/epub/23286/pg23286-images.html,https://www.gutenberg.org/cache/epub/23286/pg23286.cover.medium.jpg
Glyn Severn's Schooldays,George Manville Fenn,http://www.gutenberg.org/ebooks/21312,,https://www.gutenberg.org/cache/epub/21312/pg21312-images.html,https://www.gutenberg.org/cache/epub/21312/pg21312.cover.medium.jpg
Tom and Some Other Girls: A Public School Story,Mrs. George de Horne Vaizey,http://www.gutenberg.org/ebooks/21102,,https://www.gutenberg.org/cache/epub/21102/pg21102-images.html,https://www.gutenberg.org/cache/epub/21102/pg21102.cover.medium.jpg
"The Camp Fire Girls at School; Or, The Wohelo Weavers",Hildegard G. Frey,http://www.gutenberg.org/ebooks/11718,,https://www.gutenberg.org/cache/epub/11718/pg11718-images.html,https://www.gutenberg.org/cache/epub/11718/pg11718.cover.medium.jpg
Jack of Both Sides: The Story of a School War,Florence Coombe,http://www.gutenberg.org/ebooks/20354,,https://www.gutenberg.org/cache/epub/20354/pg20354-images.html,https://www.gutenberg.org/cache/epub/20354/pg20354.cover.medium.jpg
Grace Harlowe's Sophomore Year at High School,Josephine Chase,http://www.gutenberg.org/ebooks/15344,,https://www.gutenberg.org/cache/epub/15344/pg15344-images.html,https://www.gutenberg.org/cache/epub/15344/pg15344.cover.medium.jpg
Acton's Feud: A Public School Story,Frederick Swainson,http://www.gutenberg.org/ebooks/14772,,https://www.gutenberg.org/cache/epub/14772/pg14772-images.html,https://www.gutenberg.org/cache/epub/14772/pg14772.cover.medium.jpg
My Friend Smith: A Story of School and City Life,Talbot Baines Reed,http://www.gutenberg.org/ebooks/21036,,https://www.gutenberg.org/cache/epub/21036/pg21036-images.html,https://www.gutenberg.org/cache/epub/21036/pg21036.cover.medium.jpg
Daddy-Long-Legs,Jean Webster,http://www.gutenberg.org/ebooks/19782,,https://www.gutenberg.org/cache/epub/19782/pg19782-images.html,https://www.gutenberg.org/cache/epub/19782/pg19782.cover.medium.jpg
Wildflowers of the Farm,Arthur O. Cooke,http://www.gutenberg.org/ebooks/13347,,https://www.gutenberg.org/cache/epub/13347/pg13347-images.html,https://www.gutenberg.org/cache/epub/13347/pg13347.cover.medium.jpg
The Louisa Alcott Reader: a Supplementary Reader for the Fourth Year of School,,http://www.gutenberg.org/ebooks/7425,,https://www.gutenberg.org/cache/epub/7425/pg7425-images.html,https://www.gutenberg.org/cache/epub/7425/pg7425.cover.medium.jpg
Young Folks' History of Rome,Charlotte M. Yonge,http://www.gutenberg.org/ebooks/16667,,https://www.gutenberg.org/cache/epub/16667/pg16667-images.html,https://www.gutenberg.org/cache/epub/16667/pg16667.cover.medium.jpg
"The Wonders of the Jungle, Book One",Sarath Kumar Ghosh,http://www.gutenberg.org/ebooks/24852,,https://www.gutenberg.org/cache/epub/24852/pg24852-images.html,https://www.gutenberg.org/cache/epub/24852/pg24852.cover.medium.jpg
The Child's World: Third Reader,"Browne, Tate, and Withers",http://www.gutenberg.org/ebooks/15170,,https://www.gutenberg.org/cache/epub/15170/pg15170-images.html,https://www.gutenberg.org/cache/epub/15170/pg15170.cover.medium.jpg
The Story of Eclipses,George F. Chambers,http://www.gutenberg.org/ebooks/24222,,https://www.gutenberg.org/cache/epub/24222/pg24222-images.html,https://www.gutenberg.org/cache/epub/24222/pg24222.cover.medium.jpg
Among the Farmyard People,Clara Dillingham Pierson,http://www.gutenberg.org/ebooks/19381,,https://www.gutenberg.org/cache/epub/19381/pg19381-images.html,https://www.gutenberg.org/cache/epub/19381/pg19381.cover.medium.jpg
The Story of Porcelain,Sara Ware Bassett,http://www.gutenberg.org/ebooks/19423,,https://www.gutenberg.org/cache/epub/19423/pg19423-images.html,https://www.gutenberg.org/cache/epub/19423/pg19423.cover.medium.jpg
"Poems Teachers Ask For, Book Two",Various,http://www.gutenberg.org/ebooks/19469,,https://www.gutenberg.org/cache/epub/19469/pg19469-images.html,https://www.gutenberg.org/cache/epub/19469/pg19469.cover.medium.jpg
"A Modern History, From the Time of Luther to the Fall of Napoleon",John Lord,http://www.gutenberg.org/ebooks/24598,,https://www.gutenberg.org/cache/epub/24598/pg24598-images.html,https://www.gutenberg.org/cache/epub/24598/pg24598.cover.medium.jpg
A Manual of Pronunciation,Otis Ashmore,http://www.gutenberg.org/ebooks/21783,,https://www.gutenberg.org/cache/epub/21783/pg21783-images.html,https://www.gutenberg.org/cache/epub/21783/pg21783.cover.medium.jpg
A Catechism of Familiar Things;,Anonymous,http://www.gutenberg.org/ebooks/16728,,https://www.gutenberg.org/cache/epub/16728/pg16728-images.html,https://www.gutenberg.org/cache/epub/16728/pg16728.cover.medium.jpg
"Children's Classics in Dramatic Form, Book Two",Augusta Stevenson,http://www.gutenberg.org/ebooks/16379,,https://www.gutenberg.org/cache/epub/16379/pg16379-images.html,https://www.gutenberg.org/cache/epub/16379/pg16379.cover.medium.jpg
Peeps at Many Lands: Norway,A. F. Mockler-Ferryman,http://www.gutenberg.org/ebooks/24676,,https://www.gutenberg.org/cache/epub/24676/pg24676-images.html,https://www.gutenberg.org/cache/epub/24676/pg24676.cover.medium.jpg
A Little Book for A Little Cook,L. P. Hubbard,http://www.gutenberg.org/ebooks/24125,,https://www.gutenberg.org/cache/epub/24125/pg24125-images.html,https://www.gutenberg.org/cache/epub/24125/pg24125.cover.medium.jpg
New National First Reader,"Ballard, Barnes, and Thayer",http://www.gutenberg.org/ebooks/13853,,https://www.gutenberg.org/cache/epub/13853/pg13853-images.html,https://www.gutenberg.org/cache/epub/13853/pg13853.cover.medium.jpg
"Outlines of Lessons in Botany, Part I; from Seed to Leaf",Jane Newell Moore,http://www.gutenberg.org/ebooks/10726,,https://www.gutenberg.org/cache/epub/10726/pg10726-images.html,https://www.gutenberg.org/cache/epub/10726/pg10726.cover.medium.jpg
Our Common Insects,A. S. Packard,http://www.gutenberg.org/ebooks/24409,,https://www.gutenberg.org/cache/epub/24409/pg24409-images.html,https://www.gutenberg.org/cache/epub/24409/pg24409.cover.medium.jpg
Modern Prose And Poetry; For Secondary Schools,Margaret Ashmun,http://www.gutenberg.org/ebooks/17160,,https://www.gutenberg.org/cache/epub/17160/pg17160-images.html,https://www.gutenberg.org/cache/epub/17160/pg17160.cover.medium.jpg
Animal Heroes,Ernest Thompson Seton,http://www.gutenberg.org/ebooks/2284,,https://www.gutenberg.org/cache/epub/2284/pg2284-images.html,https://www.gutenberg.org/cache/epub/2284/pg2284.cover.medium.jpg
A Hundred Anecdotes of Animals,Percy J. Billinghurst,http://www.gutenberg.org/ebooks/24263,,https://www.gutenberg.org/cache/epub/24263/pg24263-images.html,https://www.gutenberg.org/cache/epub/24263/pg24263.cover.medium.jpg
The Curious Book of Birds,Abbie Farwell Brown,http://www.gutenberg.org/ebooks/16140,,https://www.gutenberg.org/cache/epub/16140/pg16140-images.html,https://www.gutenberg.org/cache/epub/16140/pg16140.cover.medium.jpg
Steve and the Steam Engine,Sara Ware Bassett,http://www.gutenberg.org/ebooks/22245,,https://www.gutenberg.org/cache/epub/22245/pg22245-images.html,https://www.gutenberg.org/cache/epub/22245/pg22245.cover.medium.jpg
Commercial Geography,Jacques W. Redway,http://www.gutenberg.org/ebooks/24884,,https://www.gutenberg.org/cache/epub/24884/pg24884-images.html,https://www.gutenberg.org/cache/epub/24884/pg24884.cover.medium.jpg
Woodland Tales,Ernest Thompson Seton,http://www.gutenberg.org/ebooks/23667,,https://www.gutenberg.org/cache/epub/23667/pg23667-images.html,https://www.gutenberg.org/cache/epub/23667/pg23667.cover.medium.jpg
Andersen's Fairy Tales,H. C. Andersen,http://www.gutenberg.org/ebooks/1597,,https://www.gutenberg.org/cache/epub/1597/pg1597-images.html,https://www.gutenberg.org/cache/epub/1597/pg1597.cover.medium.jpg
The Odyssey,Homer,http://www.gutenberg.org/ebooks/3160,,https://www.gutenberg.org/cache/epub/3160/pg3160-images.html,https://www.gutenberg.org/cache/epub/3160/pg3160.cover.medium.jpg
Apology,Plato,http://www.gutenberg.org/ebooks/1656,,https://www.gutenberg.org/cache/epub/1656/pg1656-images.html,https://www.gutenberg.org/cache/epub/1656/pg1656.cover.medium.jpg
"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy",Oliver Goldsmith,http://www.gutenberg.org/ebooks/383,,https://www.gutenberg.org/cache/epub/383/pg383-images.html,https://www.gutenberg.org/cache/epub/383/pg383.cover.medium.jpg
Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles,http://www.gutenberg.org/ebooks/31,,https://www.gutenberg.org/cache/epub/31/pg31-images.html,https://www.gutenberg.org/cache/epub/31/pg31.cover.medium.jpg
Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth,,http://www.gutenberg.org/ebooks/59,,https://www.gutenberg.org/cache/epub/59/pg59-images.html,https://www.gutenberg.org/cache/epub/59/pg59.cover.medium.jpg
The Alchemist,Ben Jonson,http://www.gutenberg.org/ebooks/4081,,https://www.gutenberg.org/cache/epub/4081/pg4081-images.html,https://www.gutenberg.org/cache/epub/4081/pg4081.cover.medium.jpg
The Mill on the Floss,George Eliot,http://www.gutenberg.org/ebooks/6688,,https://www.gutenberg.org/cache/epub/6688/pg6688-images.html,https://www.gutenberg.org/cache/epub/6688/pg6688.cover.medium.jpg
An Enquiry Concerning Human Understanding,David Hume,http://www.gutenberg.org/ebooks/9662,,https://www.gutenberg.org/cache/epub/9662/pg9662-images.html,https://www.gutenberg.org/cache/epub/9662/pg9662.cover.medium.jpg
Vanity Fair,William Makepeace Thackeray,http://www.gutenberg.org/ebooks/599,,https://www.gutenberg.org/cache/epub/599/pg599-images.html,https://www.gutenberg.org/cache/epub/599/pg599.cover.medium.jpg
The Aeneid,Virgil,http://www.gutenberg.org/ebooks/228,,https://www.gutenberg.org/cache/epub/228/pg228-images.html,https://www.gutenberg.org/cache/epub/228/pg228.cover.medium.jpg
The Portrait of a Lady — Volume 1,Henry James,http://www.gutenberg.org/ebooks/2833,,https://www.gutenberg.org/cache/epub/2833/pg2833-images.html,https://www.gutenberg.org/cache/epub/2833/pg2833.cover.medium.jpg
"The Song Celestial; Or, Bhagavad-Gîtâ (from the Mahâbhârata)",Sir Edwin Arnold,http://www.gutenberg.org/ebooks/2388,,https://www.gutenberg.org/cache/epub/2388/pg2388-images.html,https://www.gutenberg.org/cache/epub/2388/pg2388.cover.medium.jpg
The Scarlet Letter,Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/33,,https://www.gutenberg.org/cache/epub/33/pg33-images.html,https://www.gutenberg.org/cache/epub/33/pg33.cover.medium.jpg
The Imitation of Christ,à Kempis Thomas,http://www.gutenberg.org/ebooks/1653,,https://www.gutenberg.org/cache/epub/1653/pg1653-images.html,https://www.gutenberg.org/cache/epub/1653/pg1653.cover.medium.jpg
New Atlantis,Francis Bacon,http://www.gutenberg.org/ebooks/2434,,https://www.gutenberg.org/cache/epub/2434/pg2434-images.html,https://www.gutenberg.org/cache/epub/2434/pg2434.cover.medium.jpg
The Origin of Species,Means of Natural Selection Charles Darwin,http://www.gutenberg.org/ebooks/2009,,https://www.gutenberg.org/cache/epub/2009/pg2009-images.html,https://www.gutenberg.org/cache/epub/2009/pg2009.cover.medium.jpg
Poems and Songs of Robert Burns,Robert Burns,http://www.gutenberg.org/ebooks/1279,,https://www.gutenberg.org/cache/epub/1279/pg1279-images.html,https://www.gutenberg.org/cache/epub/1279/pg1279.cover.medium.jpg
"History of Tom Jones, a Foundling",Henry Fielding,http://www.gutenberg.org/ebooks/6593,,https://www.gutenberg.org/cache/epub/6593/pg6593-images.html,https://www.gutenberg.org/cache/epub/6593/pg6593.cover.medium.jpg
"Plutarch's Lives, Volume 1 (of 4)",Plutarch,http://www.gutenberg.org/ebooks/14033,,https://www.gutenberg.org/cache/epub/14033/pg14033-images.html,https://www.gutenberg.org/cache/epub/14033/pg14033.cover.medium.jpg
"The Works of the Right Honourable Edmund Burke, Vol. 01 (of 12)",Edmund Burke,http://www.gutenberg.org/ebooks/15043,,https://www.gutenberg.org/cache/epub/15043/pg15043-images.html,https://www.gutenberg.org/cache/epub/15043/pg15043.cover.medium.jpg
The School for Scandal,Richard Brinsley Sheridan,http://www.gutenberg.org/ebooks/1929,,https://www.gutenberg.org/cache/epub/1929/pg1929-images.html,https://www.gutenberg.org/cache/epub/1929/pg1929.cover.medium.jpg
Phaedo,Plato,http://www.gutenberg.org/ebooks/1658,,https://www.gutenberg.org/cache/epub/1658/pg1658-images.html,https://www.gutenberg.org/cache/epub/1658/pg1658.cover.medium.jpg
The Kreutzer Sonata and Other Stories,graf Leo Tolstoy,http://www.gutenberg.org/ebooks/689,,https://www.gutenberg.org/cache/epub/689/pg689-images.html,https://www.gutenberg.org/cache/epub/689/pg689.cover.medium.jpg
The Arabian Nights: Their Best-known Tales,"Smith, Wiggin, and Parrish",http://www.gutenberg.org/ebooks/20916,,https://www.gutenberg.org/cache/epub/20916/pg20916-images.html,https://www.gutenberg.org/cache/epub/20916/pg20916.cover.medium.jpg
The Odyssey of Homer,Homer,http://www.gutenberg.org/ebooks/1728,,https://www.gutenberg.org/cache/epub/1728/pg1728-images.html,https://www.gutenberg.org/cache/epub/1728/pg1728.cover.medium.jpg
Aeneidos,Virgil,http://www.gutenberg.org/ebooks/227,,https://www.gutenberg.org/cache/epub/227/pg227-images.html,https://www.gutenberg.org/cache/epub/227/pg227.cover.medium.jpg
"The Golden Sayings of Epictetus, with the Hymn of Cleanthes",Epictetus,http://www.gutenberg.org/ebooks/871,,https://www.gutenberg.org/cache/epub/871/pg871-images.html,https://www.gutenberg.org/cache/epub/871/pg871.cover.medium.jpg
Tacitus on Germany,Cornelius Tacitus,http://www.gutenberg.org/ebooks/2995,,https://www.gutenberg.org/cache/epub/2995/pg2995-images.html,https://www.gutenberg.org/cache/epub/2995/pg2995.cover.medium.jpg
The Frogs,Aristophanes,http://www.gutenberg.org/ebooks/7998,,https://www.gutenberg.org/cache/epub/7998/pg7998-images.html,https://www.gutenberg.org/cache/epub/7998/pg7998.cover.medium.jpg
C. Iuli Caesaris De Bello Gallico,Julius Caesar,http://www.gutenberg.org/ebooks/218,,https://www.gutenberg.org/cache/epub/218/pg218-images.html,https://www.gutenberg.org/cache/epub/218/pg218.cover.medium.jpg
"The Letters of Cicero, Volume 1",Marcus Tullius Cicero,http://www.gutenberg.org/ebooks/21200,,https://www.gutenberg.org/cache/epub/21200/pg21200-images.html,https://www.gutenberg.org/cache/epub/21200/pg21200.cover.medium.jpg
The Categories,Aristotle,http://www.gutenberg.org/ebooks/2412,,https://www.gutenberg.org/cache/epub/2412/pg2412-images.html,https://www.gutenberg.org/cache/epub/2412/pg2412.cover.medium.jpg
The Birds,Aristophanes,http://www.gutenberg.org/ebooks/3013,,https://www.gutenberg.org/cache/epub/3013/pg3013-images.html,https://www.gutenberg.org/cache/epub/3013/pg3013.cover.medium.jpg
Four Plays of Aeschylus,Aeschylus,http://www.gutenberg.org/ebooks/8714,,https://www.gutenberg.org/cache/epub/8714/pg8714-images.html,https://www.gutenberg.org/cache/epub/8714/pg8714.cover.medium.jpg
